"x.pos","y.pos"
566.804691089913,-2042.70049201805
640.457024917189,-2132.53218954459
656.381853852816,-2044.69675196308
475.236924710056,-2050.68553179818
650.410043001956,-2168.46486855521
536.945636835612,-2080.6294309737
427.462437903174,-2090.61073069887
542.917447686472,-2050.68553179818
580.738916408587,-2072.64439119356
505.095978964357,-2066.65561135846
728.043584063139,-2036.71171218294
562.823483856006,-2102.58829036907
674.297286405397,-2108.57707020418
730.034187680093,-2086.6182108088
739.98720576486,-2112.56959009425
499.124168113497,-2134.52844948962
532.964429601705,-2122.55088981942
734.015394913999,-2058.67057157832
443.387266838801,-2096.59951053397
616.569781513748,-2054.67805168825
682.259700873211,-2160.47982877507
646.428835768049,-2112.56959009425
696.193926191885,-2118.55836992935
419.50002343536,-2122.55088981942
471.255717476149,-2082.62569091873
451.349681306615,-2058.67057157832
588.7013308764,-2140.51722932473
620.550988747655,-2148.50226910486
618.560385130702,-2118.55836992935
670.31607917149,-2136.52470943466
481.208735560916,-2118.55836992935
517.039600666077,-2072.64439119356
519.030204283031,-2106.58081025914
427.462437903174,-2152.49478899493
700.175133425792,-2150.4985290499
449.359077689662,-2128.53966965452
513.058393432171,-2040.70423207301
710.128151510558,-2104.58455031411
558.842276622099,-2142.51348926976
449.359077689662,-2158.48356883003
672.306682788444,-2028.72667240281
702.165737042745,-2040.70423207301
722.071773212279,-2136.52470943466
694.203322574931,-2076.63691108363
471.255717476149,-2154.49104893997
584.720123642493,-2108.57707020418
493.152357262637,-2100.59203042404
632.494610449375,-2032.71919229287
