"x.pos","y.pos"
672633.366354709,-2173935.98216464
676011.194021763,-2173935.98216464
679389.021688817,-2173935.98216464
682766.849355871,-2173935.98216464
686144.677022925,-2173935.98216464
669255.538687655,-2172423.73733045
672633.366354709,-2172423.73733045
676011.194021763,-2172423.73733045
679389.021688817,-2172423.73733045
682766.849355871,-2172423.73733045
686144.677022925,-2172423.73733045
689522.50468998,-2172423.73733045
665877.711020601,-2170911.49249626
669255.538687655,-2170911.49249626
672633.366354709,-2170911.49249626
676011.194021763,-2170911.49249626
679389.021688817,-2170911.49249626
682766.849355871,-2170911.49249626
686144.677022925,-2170911.49249626
689522.50468998,-2170911.49249626
662499.883353546,-2169399.24766208
665877.711020601,-2169399.24766208
669255.538687655,-2169399.24766208
672633.366354709,-2169399.24766208
676011.194021763,-2169399.24766208
679389.021688817,-2169399.24766208
682766.849355871,-2169399.24766208
686144.677022925,-2169399.24766208
689522.50468998,-2169399.24766208
692900.332357034,-2169399.24766208
648988.57268533,-2167887.00282789
652366.400352384,-2167887.00282789
655744.228019438,-2167887.00282789
659122.055686492,-2167887.00282789
662499.883353546,-2167887.00282789
665877.711020601,-2167887.00282789
669255.538687655,-2167887.00282789
672633.366354709,-2167887.00282789
676011.194021763,-2167887.00282789
679389.021688817,-2167887.00282789
682766.849355871,-2167887.00282789
686144.677022925,-2167887.00282789
689522.50468998,-2167887.00282789
692900.332357034,-2167887.00282789
696278.160024088,-2167887.00282789
436185.429660919,-2166374.7579937
439563.257327973,-2166374.7579937
442941.084995027,-2166374.7579937
446318.912662081,-2166374.7579937
449696.740329136,-2166374.7579937
453074.56799619,-2166374.7579937
456452.395663244,-2166374.7579937
459830.223330298,-2166374.7579937
463208.050997352,-2166374.7579937
635477.262017113,-2166374.7579937
638855.089684167,-2166374.7579937
642232.917351222,-2166374.7579937
645610.745018276,-2166374.7579937
648988.57268533,-2166374.7579937
652366.400352384,-2166374.7579937
655744.228019438,-2166374.7579937
659122.055686492,-2166374.7579937
662499.883353546,-2166374.7579937
665877.711020601,-2166374.7579937
669255.538687655,-2166374.7579937
672633.366354709,-2166374.7579937
676011.194021763,-2166374.7579937
679389.021688817,-2166374.7579937
682766.849355871,-2166374.7579937
686144.677022925,-2166374.7579937
689522.50468998,-2166374.7579937
692900.332357034,-2166374.7579937
696278.160024088,-2166374.7579937
699655.987691142,-2166374.7579937
432807.601993865,-2164862.51315951
436185.429660919,-2164862.51315951
439563.257327973,-2164862.51315951
442941.084995027,-2164862.51315951
446318.912662081,-2164862.51315951
449696.740329136,-2164862.51315951
453074.56799619,-2164862.51315951
456452.395663244,-2164862.51315951
459830.223330298,-2164862.51315951
463208.050997352,-2164862.51315951
632099.434350059,-2164862.51315951
635477.262017113,-2164862.51315951
638855.089684167,-2164862.51315951
642232.917351222,-2164862.51315951
645610.745018276,-2164862.51315951
648988.57268533,-2164862.51315951
652366.400352384,-2164862.51315951
655744.228019438,-2164862.51315951
659122.055686492,-2164862.51315951
662499.883353546,-2164862.51315951
665877.711020601,-2164862.51315951
669255.538687655,-2164862.51315951
672633.366354709,-2164862.51315951
676011.194021763,-2164862.51315951
679389.021688817,-2164862.51315951
682766.849355871,-2164862.51315951
686144.677022925,-2164862.51315951
689522.50468998,-2164862.51315951
692900.332357034,-2164862.51315951
696278.160024088,-2164862.51315951
699655.987691142,-2164862.51315951
703033.815358196,-2164862.51315951
432807.601993865,-2163350.26832532
436185.429660919,-2163350.26832532
439563.257327973,-2163350.26832532
442941.084995027,-2163350.26832532
446318.912662081,-2163350.26832532
449696.740329136,-2163350.26832532
453074.56799619,-2163350.26832532
456452.395663244,-2163350.26832532
459830.223330298,-2163350.26832532
463208.050997352,-2163350.26832532
466585.878664406,-2163350.26832532
625343.779015951,-2163350.26832532
