"x.pos","y.pos","response","pp.wts"
507.500000163891,-2092.49994285343,1,1e-06
567.499997657339,-2077.49994362541,1,1e-06
627.499994903249,-2122.49994257308,1,1e-06
532.499998448981,-2097.49994226546,1,1e-06
707.499991613791,-2067.49994402771,1,1e-06
707.499991127625,-2057.49994455454,1,1e-06
702.499991458811,-2057.49994399564,1,1e-06
702.499990889313,-2067.4999441785,1,1e-06
702.499990889313,-2067.4999441785,1,1e-06
697.499991884011,-2067.4999441801,1,1e-06
717.499990626044,-2057.49994382218,1,1e-06
717.499990626044,-2057.49994382218,1,1e-06
702.499991468827,-2082.49994285013,1,1e-06
702.499991897683,-2077.49994351712,1,1e-06
682.499991932775,-2087.49994321856,1,1e-06
652.499993688879,-2112.49994206538,1,1e-06
457.500001489748,-2097.49994290239,1,1e-06
532.499998448981,-2097.49994226546,1,1e-06
627.499994903249,-2122.49994257308,1,1e-06
442.500001970252,-2102.49994265049,1,1e-06
712.499990645925,-2057.49994455497,1,1e-06
712.499990645925,-2057.49994455497,1,1e-06
702.499991458811,-2057.49994399564,1,1e-06
697.499992070689,-2057.49994416723,1,1e-06
