"date","year","month","day","x.pos","y.pos","code","death","response"
"21/01/2005",2005,1,21,441997.727718643,-2065299.58299509,"DES",0,0
"21/01/2005",2005,1,21,427269.181855091,-2124944.69906786,"DES",0,0
"12/03/2005",2005,3,12,622499.994668502,-2127499.94139048,"ANP",1,1
"12/03/2005",2005,3,12,622499.994668502,-2127499.94139048,"ANP",1,1
"12/03/2005",2005,3,12,650875.287238099,-2097220.21044107,"ANP",0,0
"12/03/2005",2005,3,12,434968.194465584,-2104563.45337465,"ANP",0,0
"12/03/2005",2005,3,12,548110.205871956,-2047316.13091284,"ANP",0,0
"12/03/2005",2005,3,12,565851.408843961,-2146524.84156655,"ANP",0,0
"01/04/2005",2005,4,1,582499.996980073,-2127499.94195185,"ANS",1,1
"01/04/2005",2005,4,1,709119.99133487,-2133786.5630083,"ANS",0,0
"01/04/2005",2005,4,1,444675.645148379,-2059604.82316904,"ANS",0,0
"24/04/2005",2005,4,24,697499.992070689,-2057499.94416723,"Unk",1,1
"24/04/2005",2005,4,24,657570.08081244,-2118051.04243634,"Unk",0,0
"24/04/2005",2005,4,24,652214.245952967,-2048964.61402038,"Unk",0,0
"16/05/2005",2005,5,16,582685.520869764,-2130546.13364127,"ANS",1,1
"16/05/2005",2005,5,16,442500.00243435,-2132499.94187258,"Unk",1,1
"16/05/2005",2005,5,16,617499.994707958,-2127499.94151339,"ANP",1,1
"16/05/2005",2005,5,16,617499.994707958,-2127499.94151339,"DIS",1,1
"16/05/2005",2005,5,16,689370.350290563,-2112056.55840892,"ANS",0,0
"16/05/2005",2005,5,16,482835.968522126,-2044169.02679845,"Unk",0,0
"16/05/2005",2005,5,16,419235.429565881,-2108459.86799247,"ANP",0,0
"16/05/2005",2005,5,16,717823.222981514,-2140530.35753914,"DIS",0,0
"16/05/2005",2005,5,16,430951.318320979,-2126743.04427609,"ANS",0,0
"16/05/2005",2005,5,16,416892.251814862,-2106811.38488493,"Unk",0,0
"16/05/2005",2005,5,16,534051.139365839,-2130939.18309528,"ANP",0,0
"16/05/2005",2005,5,16,651879.50627425,-2047465.99301353,"DIS",0,0
"17/05/2005",2005,5,17,697499.992070689,-2057499.94416723,"ANS",1,1
"17/05/2005",2005,5,17,435972.413501735,-2139631.18493503,"ANS",0,0
"17/05/2005",2005,5,17,568194.586594981,-2081784.41407048,"ANS",0,0
"20/05/2005",2005,5,20,431696.867468602,-2141013.47944554,"DIS",1,1
"20/05/2005",2005,5,20,704098.896154114,-2032030.19664294,"DIS",0,0
"20/05/2005",2005,5,20,561834.532699356,-2101865.93556232,"DIS",0,0
"03/06/2005",2005,6,3,607499.995615363,-2122499.94257256,"MIS",1,1
"03/06/2005",2005,6,3,609245.935244686,-2123280.86803337,"DIS",1,1
"03/06/2005",2005,6,3,571207.243703434,-2028433.50622649,"MIS",0,0
"03/06/2005",2005,6,3,504259.307960019,-2077738.13735197,"DIS",0,0
"03/06/2005",2005,6,3,682675.556716221,-2120898.42234936,"MIS",0,0
"03/06/2005",2005,6,3,670959.667961123,-2155366.70550699,"DIS",0,0
"22/06/2005",2005,6,22,617499.994707958,-2127499.94151339,"ANP",1,1
"22/06/2005",2005,6,22,517983.634787419,-2123895.66436306,"ANP",0,0
"22/06/2005",2005,6,22,671963.886997275,-2034427.9902539,"ANP",0,0
"30/08/2005",2005,8,30,625599.467260565,-2107035.93244008,"ANS",1,1
"30/08/2005",2005,8,30,678658.680571616,-2039373.43957652,"ANS",0,0
"30/08/2005",2005,8,30,520996.291895873,-2081184.96566774,"ANS",0,0
"07/09/2005",2005,9,7,609612.069046225,-2139329.02766216,"ANP",1,1
"07/09/2005",2005,9,7,488526.543060316,-2133636.70090761,"ANP",0,0
"07/09/2005",2005,9,7,581249.434064947,-2052861.0286382,"ANP",0,0
"22/09/2005",2005,9,22,699054.156011046,-2098166.27826014,"ANS",1,1
"22/09/2005",2005,9,22,450366.21968657,-2133486.83880693,"ANS",0,0
"22/09/2005",2005,9,22,623091.893904581,-2106361.79858288,"ANS",0,0
"30/09/2005",2005,9,30,622499.994914058,-2122499.94253423,"ANP",1,1
"30/09/2005",2005,9,30,624096.112940733,-2031430.74824019,"ANP",0,0
"30/09/2005",2005,9,30,579575.735671361,-2075789.93004306,"ANP",0,0
"05/10/2005",2005,10,5,662499.992879058,-2102499.94222913,"ANP",1,1
"05/10/2005",2005,10,5,535055.35840199,-2069345.85971359,"ANP",0,0
"05/10/2005",2005,10,5,686357.693182109,-2038324.40487172,"ANP",0,0
"11/10/2005",2005,10,11,536873.490574696,-2063968.61655297,"Unk",1,1
"11/10/2005",2005,10,11,702090.458081812,-2127042.76847746,"Unk",0,0
"11/10/2005",2005,10,11,522335.250610741,-2099917.72825341,"Unk",0,0
"15/10/2005",2005,10,15,699243.619305601,-2059804.28383755,"ANP",1,1
"15/10/2005",2005,10,15,600664.335430537,-2128391.52738363,"ANP",0,0
"15/10/2005",2005,10,15,529030.044185083,-2140080.77123708,"ANP",0,0
"20/10/2005",2005,10,20,509390.021383512,-2065935.38617912,"Unk",1,1
"20/10/2005",2005,10,20,590622.145069025,-2096021.31363559,"Unk",0,0
"20/10/2005",2005,10,20,463086.327477819,-2115503.38672468,"Unk",0,0
"05/11/2005",2005,11,5,663897.214928812,-2100651.62149405,"ANP",1,1
"05/11/2005",2005,11,5,473797.997196765,-2100966.7629582,"ANP",0,0
"05/11/2005",2005,11,5,510284.622176926,-2102765.10816643,"ANP",0,0
"11/11/2005",2005,11,11,636683.613408812,-2136643.71660771,"ANP",1,1
"11/11/2005",2005,11,11,691713.528041582,-2139481.32283434,"ANP",0,0
"11/11/2005",2005,11,11,533381.660008405,-2114454.35201989,"ANP",0,0
"14/11/2005",2005,11,14,697499.991906915,-2062499.94420429,"Unk",1,1
"14/11/2005",2005,11,14,534720.618723273,-2066798.20400194,"Unk",0,0
"14/11/2005",2005,11,14,598655.897358235,-2155066.98130562,"Unk",0,0
"08/12/2005",2005,12,8,699202.65587287,-2056262.2255132,"Unk",1,1
"08/12/2005",2005,12,8,518318.374466136,-2040122.75007994,"Unk",0,0
"08/12/2005",2005,12,8,619744.497117411,-2026485.29891758,"Unk",0,0
"21/12/2005",2005,12,21,697499.992070689,-2057499.94416723,"Unk",1,1
"21/12/2005",2005,12,21,459738.930690648,-2152369.46349328,"Unk",0,0
"21/12/2005",2005,12,21,423252.305710486,-2090626.27801091,"Unk",0,0
"14/09/2006",2006,9,14,534516.042119105,-2097393.40744261,"DES",1,1
"14/09/2006",2006,9,14,453044.137116306,-2082983.31087596,"DES",0,0
"14/09/2006",2006,9,14,618405.538402542,-2150720.98038574,"DES",0,0
"23/09/2006",2006,9,23,597388.675152966,-2120790.19889744,"DES",1,1
"23/09/2006",2006,9,23,579240.995992644,-2040722.19848269,"DES",0,0
"23/09/2006",2006,9,23,736568.64498967,-2038024.68067035,"DES",0,0
"10/10/2006",2006,10,10,603332.559500927,-2044594.45502149,"DES",1,1
"10/10/2006",2006,10,10,430281.838963545,-2108909.45429453,"DES",0,0
"10/10/2006",2006,10,10,418231.21052973,-2094522.69262873,"DES",0,0
"12/10/2006",2006,10,12,534679.960817956,-2096316.87506522,"DES",1,1
"12/10/2006",2006,10,12,665603.83310165,-2036975.64596555,"DES",0,0
"12/10/2006",2006,10,12,495890.815992092,-2138132.56392817,"DES",0,0
"16/10/2006",2006,10,16,565243.862753948,-2077321.25905953,"MIS",1,1
"16/10/2006",2006,10,16,468442.162337292,-2163309.39684332,"MIS",0,0
"16/10/2006",2006,10,16,714810.565873061,-2075939.79214375,"MIS",0,0
"07/11/2006",2006,11,7,694538.602560968,-2050324.76826156,"Unk",1,1
"07/11/2006",2006,11,7,711434.680124963,-2086133.43576404,"Unk",1,1
"07/11/2006",2006,11,7,506529.600266324,-2097537.94067411,"MIS",1,1
"07/11/2006",2006,11,7,586270.529245703,-2063351.37568618,"Unk",0,0
"07/11/2006",2006,11,7,501916.130209,-2141279.66804257,"Unk",0,0
"07/11/2006",2006,11,7,669955.448924972,-2104263.72917328,"MIS",0,0
"07/11/2006",2006,11,7,723848.537198422,-2037724.95646898,"Unk",0,0
"07/11/2006",2006,11,7,708115.772298719,-2159263.12012481,"Unk",0,0
"07/11/2006",2006,11,7,511958.320570512,-2125544.1474706,"MIS",0,0
"20/02/2007",2007,2,20,532499.998448981,-2097499.94226546,"ANS",1,1
"20/02/2007",2007,2,20,632464.60490866,-2162260.36213852,"ANS",0,0
"20/02/2007",2007,2,20,679328.15992905,-2164658.15574948,"ANS",0,0
"16/04/2007",2007,4,16,558623.040265234,-2103508.40013794,"OA",1,1
"16/04/2007",2007,4,16,472124.29880318,-2137233.39132406,"OA",0,0
"16/04/2007",2007,4,16,716149.524587929,-2133187.11460556,"OA",0,0
"03/05/2007",2007,5,3,516351.247426499,-2098892.79490555,"ANS",1,1
"03/05/2007",2007,5,3,510619.361855644,-2143377.73745216,"ANS",0,0
"03/05/2007",2007,5,3,573550.421454454,-2066348.61769988,"ANS",0,0
"07/06/2007",2007,6,7,674702.53681877,-2102777.17070641,"Unk",1,1
"07/06/2007",2007,6,7,610706.52579205,-2027384.47152169,"Unk",0,0
"07/06/2007",2007,6,7,443001.946754794,-2093173.93372256,"Unk",0,0
"21/08/2007",2007,8,21,551753.508941563,-2118683.88094665,"Unk",1,1
"21/08/2007",2007,8,21,738577.083061973,-2113705.04151646,"Unk",0,0
"21/08/2007",2007,8,21,732551.768845066,-2097519.93464244,"Unk",0,0
"24/08/2007",2007,8,24,507790.163804527,-2086792.39508737,"Unk",1,1
"24/08/2007",2007,8,24,591961.103783893,-2030831.29983745,"Unk",0,0
"24/08/2007",2007,8,24,575893.599205474,-2058256.06426287,"Unk",0,0
"28/08/2007",2007,8,28,453689.951227377,-2105615.68845687,"OA",1,1
"28/08/2007",2007,8,28,599325.376715669,-2153868.08450014,"OA",0,0
"28/08/2007",2007,8,28,478819.092377521,-2075040.61953964,"OA",0,0
"31/08/2007",2007,8,31,696725.83750947,-2051105.56999262,"Unk",1,1
"31/08/2007",2007,8,31,692695.759728877,-2049618.56846869,"Unk",1,1
"31/08/2007",2007,8,31,701578.65621334,-2051822.8454389,"Unk",1,1
"31/08/2007",2007,8,31,702804.391930663,-2054113.09131809,"Unk",1,1
"31/08/2007",2007,8,31,599994.856073103,-2044618.61310051,"Unk",0,0
"31/08/2007",2007,8,31,640498.357197869,-2160162.29272892,"Unk",0,0
"31/08/2007",2007,8,31,702425.197760529,-2027234.609421,"Unk",0,0
"31/08/2007",2007,8,31,591626.364105176,-2041321.64688543,"Unk",0,0
"31/08/2007",2007,8,31,684349.255109807,-2131388.76939733,"Unk",0,0
"31/08/2007",2007,8,31,595643.240249781,-2156715.46441316,"Unk",0,0
"31/08/2007",2007,8,31,690374.569326714,-2120298.97394662,"Unk",0,0
"31/08/2007",2007,8,31,710458.950049739,-2075340.34374101,"Unk",0,0
"01/09/2007",2007,9,1,714075.429443107,-2051849.90357715,"Unk",1,1
"01/09/2007",2007,9,1,719546.342006343,-2052235.60694792,"Unk",1,1
"01/09/2007",2007,9,1,715354.698566036,-2055253.28743902,"Unk",1,1
"01/09/2007",2007,9,1,710425.97083453,-2055091.69726068,"Unk",1,1
"01/09/2007",2007,9,1,705476.113988477,-2059222.17929885,"Unk",1,1
"01/09/2007",2007,9,1,703719.406184394,-2064053.25436184,"Unk",1,1
"01/09/2007",2007,9,1,429947.099284828,-2085381.10448693,"Unk",0,0
"01/09/2007",2007,9,1,486183.365309297,-2063651.09988755,"Unk",0,0
"01/09/2007",2007,9,1,693721.966113885,-2079086.89625814,"Unk",0,0
"01/09/2007",2007,9,1,660247.998242177,-2041021.92268406,"Unk",0,0
"01/09/2007",2007,9,1,668951.229888821,-2099168.41774998,"Unk",0,0
"01/09/2007",2007,9,1,719162.181696383,-2057656.61586013,"Unk",0,0
"01/09/2007",2007,9,1,539072.234546595,-2096321.03783696,"Unk",0,0
"01/09/2007",2007,9,1,673972.325069577,-2136933.66712269,"Unk",0,0
"01/09/2007",2007,9,1,677319.721856748,-2131238.90729665,"Unk",0,0
"01/09/2007",2007,9,1,714475.826194343,-2096920.4862397,"Unk",0,0
"01/09/2007",2007,9,1,466433.724264989,-2064550.27249166,"Unk",0,0
"01/09/2007",2007,9,1,460073.670369365,-2084032.34558076,"Unk",0,0
"02/10/2007",2007,10,2,709779.9944025,-2059749.86430961,"LP",1,1
"02/10/2007",2007,10,2,566186.148522678,-2063800.96198823,"LP",0,0
"02/10/2007",2007,10,2,519322.593502288,-2062901.78938412,"LP",0,0
"05/10/2007",2007,10,5,705476.065930669,-2059226.60707789,"Unk",1,1
"05/10/2007",2007,10,5,705476.113988477,-2059222.17929885,"Unk",1,1
"05/10/2007",2007,10,5,559826.094627054,-2047016.40671147,"Unk",0,0
"05/10/2007",2007,10,5,437980.851574038,-2156265.8781111,"Unk",0,0
"05/10/2007",2007,10,5,610037.046434615,-2129740.28628979,"Unk",0,0
"05/10/2007",2007,10,5,472793.778160614,-2108759.59219384,"Unk",0,0
"22/10/2007",2007,10,22,672682.581705459,-2102158.25599179,"ANS",1,1
"22/10/2007",2007,10,22,576563.078562908,-2137982.70182749,"ANS",0,0
"22/10/2007",2007,10,22,477145.393983936,-2119249.93924182,"ANS",0,0
"16/11/2007",2007,11,16,687600.264534674,-2121633.21832853,"ANS",1,1
"16/11/2007",2007,11,16,625100.331976884,-2116102.83512743,"ANS",0,0
"16/11/2007",2007,11,16,440658.769003774,-2142178.84064668,"ANS",0,0
"05/12/2007",2007,12,5,647499.993800141,-2137499.94190957,"ANS",1,1
"05/12/2007",2007,12,5,715814.784909212,-2037425.23226761,"ANS",0,0
"05/12/2007",2007,12,5,596312.719607215,-2046267.09620805,"ANS",0,0
"10/12/2007",2007,12,10,450672.237672987,-2120167.15143894,"DR",1,1
"10/12/2007",2007,12,10,681671.33768007,-2127192.63057814,"DR",0,0
"10/12/2007",2007,12,10,675311.283784445,-2134835.5977131,"DR",0,0
"08/01/2008",2008,1,8,485306.180986077,-2097012.7180963,"DES",1,1
"08/01/2008",2008,1,8,498903.473100546,-2135435.04611584,"DES",0,0
"08/01/2008",2008,1,8,568529.326273698,-2113405.31731509,"DES",0,0
"27/02/2008",2008,2,27,565626.028371713,-2076230.4599173,"Unk",1,1
"27/02/2008",2008,2,27,679997.639286485,-2132437.80410213,"Unk",0,0
"27/02/2008",2008,2,27,653887.944346552,-2123595.94016169,"Unk",0,0
"25/03/2008",2008,3,25,496841.15371989,-2061623.73554793,"Unk",1,1
"25/03/2008",2008,3,25,684014.515431089,-2046117.23410736,"Unk",0,0
"25/03/2008",2008,3,25,556143.958161166,-2085530.96658761,"Unk",0,0
"12/05/2008",2008,5,12,633435.664603346,-2030998.7135496,"DES",1,1
"12/05/2008",2008,5,12,690039.829647997,-2096470.89993764,"DES",0,0
"12/05/2008",2008,5,12,516979.415751268,-2138582.15023023,"DES",0,0
"24/06/2008",2008,6,24,668073.846013297,-2126144.95578337,"ANP",1,1
"24/06/2008",2008,6,24,515305.717357683,-2096620.76203833,"ANP",0,0
"24/06/2008",2008,6,24,682340.817037504,-2030981.16193814,"ANP",0,0
"05/08/2008",2008,8,5,555641.228671488,-2124496.88466707,"ANP",1,1
"05/08/2008",2008,8,5,514970.977678966,-2126443.32007472,"ANP",0,0
"05/08/2008",2008,8,5,700751.499366943,-2037275.37016692,"ANP",0,0
"24/09/2008",2008,9,24,710637.976964721,-2070165.16103336,"ANP",1,1
"24/09/2008",2008,9,24,591291.624426459,-2050463.23502724,"ANP",0,0
"24/09/2008",2008,9,24,686692.432860826,-2147274.15206998,"ANP",0,0
"13/10/2008",2008,10,13,596348.51484632,-2121091.46497749,"MIS",1,1
"13/10/2008",2008,10,13,513966.758642814,-2140680.21963983,"MIS",0,0
"13/10/2008",2008,10,13,698073.581937207,-2062452.20308206,"MIS",0,0
"15/10/2008",2008,10,15,596723.175921791,-2121826.03572433,"ANP",1,1
"15/10/2008",2008,10,15,727865.413343027,-2109808.62689864,"ANP",0,0
"15/10/2008",2008,10,15,454048.356152458,-2110857.66160344,"ANP",0,0
"17/10/2008",2008,10,17,696143.013790422,-2046592.92424029,"ANP",1,1
"17/10/2008",2008,10,17,655896.382418855,-2128541.38948431,"ANP",0,0
"17/10/2008",2008,10,17,611041.265470767,-2069495.72181428,"ANP",0,0
"19/10/2008",2008,10,19,674797.720479985,-2038004.99778753,"ANS",1,1
"19/10/2008",2008,10,19,648532.109487079,-2151620.15298986,"ANS",0,0
"19/10/2008",2008,10,19,685353.474145958,-2102465.38396506,"ANS",0,0
"21/10/2008",2008,10,21,676574.223367752,-2040124.38504798,"ANP",1,1
"21/10/2008",2008,10,21,602338.033824123,-2123745.80226238,"ANP",0,0
"21/10/2008",2008,10,21,640163.617519152,-2105162.90177739,"ANP",0,0
"25/10/2008",2008,10,25,675199.179603479,-2036817.11631066,"Unk",1,1
"25/10/2008",2008,10,25,443336.686433511,-2070844.48072045,"Unk",0,0
"25/10/2008",2008,10,25,732217.029166349,-2117901.18033565,"Unk",0,0
"28/10/2008",2008,10,28,717591.547967958,-2066117.85627626,"SH",1,1
"28/10/2008",2008,10,28,603342.252860274,-2122696.76755758,"SH",0,0
"28/10/2008",2008,10,28,497564.514385678,-2088678.070702,"SH",0,0
"08/11/2008",2008,11,8,649462.59215183,-2135806.71471872,"Unk",1,1
"08/11/2008",2008,11,8,638155.17944685,-2108010.28169042,"Unk",0,0
"08/11/2008",2008,11,8,635812.00169583,-2106661.52278425,"Unk",0,0
"12/02/2009",2009,2,12,702499.990863012,-2047499.94472018,"SH",1,1
"12/02/2009",2009,2,12,512962.539606663,-2121348.00865141,"SH",0,0
"12/02/2009",2009,2,12,735229.686274802,-2105612.48807945,"SH",0,0
"16/07/2009",2009,7,16,623044.794076696,-2125026.27065314,"ANS",1,1
"16/07/2009",2009,7,16,458065.232297062,-2054509.51174574,"ANS",0,0
"16/07/2009",2009,7,16,476810.654305219,-2076089.65424443,"ANS",0,0
"25/07/2009",2009,7,25,611309.210693368,-2124770.72710573,"ANS",1,1
"25/07/2009",2009,7,25,717153.74362408,-2040272.61218063,"ANS",0,0
"25/07/2009",2009,7,25,593300.062498762,-2154167.80870151,"ANS",0,0
"02/08/2009",2009,8,2,490196.188382111,-2077224.68576078,"Unk",1,1
"02/08/2009",2009,8,2,639159.398483001,-2134086.28720967,"Unk",0,0
"02/08/2009",2009,8,2,548779.68522939,-2110707.79950275,"Unk",0,0
"05/08/2009",2009,8,5,470699.559826792,-2104280.75470873,"Unk",1,1
"05/08/2009",2009,8,5,475197.39847787,-2102895.48730923,"Unk",1,1
"05/08/2009",2009,8,5,439654.549967623,-2117451.59403359,"Unk",0,0
"05/08/2009",2009,8,5,598990.637036952,-2140380.49543845,"Unk",0,0
"05/08/2009",2009,8,5,585266.310209552,-2135135.32191447,"Unk",0,0
"05/08/2009",2009,8,5,705772.594547699,-2100367.31455546,"Unk",0,0
"06/08/2009",2009,8,6,534002.190688831,-2096831.02489027,"DES",1,1
"06/08/2009",2009,8,6,487522.324024165,-2144726.49635833,"DES",0,0
"06/08/2009",2009,8,6,547775.466193239,-2146824.56576793,"DES",0,0
"07/08/2009",2009,8,7,531546.819979058,-2089603.55572373,"Unk",1,1
"07/08/2009",2009,8,7,590956.884747742,-2030381.7135354,"Unk",0,0
"07/08/2009",2009,8,7,616731.840008957,-2118500.62873839,"Unk",0,0
"10/08/2009",2009,8,10,673616.092203866,-2129610.61911287,"Unk",1,1
"10/08/2009",2009,8,10,739581.302098124,-2045967.37200667,"Unk",0,0
"10/08/2009",2009,8,10,621752.935189713,-2156865.32651385,"Unk",0,0
"11/08/2009",2009,8,11,673616.092203866,-2129610.61911287,"Unk",1,1
"11/08/2009",2009,8,11,699412.540652075,-2092574.48531982,"Unk",0,0
"11/08/2009",2009,8,11,474467.476554199,-2106211.93648219,"Unk",0,0
"13/08/2009",2009,8,13,643524.333977544,-2107474.24129316,"Unk",1,1
"13/08/2009",2009,8,13,731547.549808914,-2133936.42510898,"Unk",0,0
"13/08/2009",2009,8,13,448692.521292984,-2116402.5593288,"Unk",0,0
"16/08/2009",2009,8,16,682704.665309884,-2092499.70438853,"Unk",1,1
"16/08/2009",2009,8,16,700529.819306338,-2072841.23582413,"Unk",1,1
"16/08/2009",2009,8,16,577567.297599059,-2143078.01325079,"Unk",0,0
"16/08/2009",2009,8,16,672633.366354709,-2154617.39500356,"Unk",0,0
"16/08/2009",2009,8,16,543089.1106912,-2125094.56116855,"Unk",0,0
"16/08/2009",2009,8,16,431955.53735713,-2155216.84340631,"Unk",0,0
"17/08/2009",2009,8,17,703869.933290923,-2067797.89176416,"Unk",1,1
"17/08/2009",2009,8,17,711097.403126174,-2058981.78480863,"Unk",1,1
"17/08/2009",2009,8,17,692018.851324623,-2055888.33876643,"Unk",1,1
"17/08/2009",2009,8,17,452374.657758872,-2147573.87627135,"Unk",0,0
"17/08/2009",2009,8,17,692048.267720299,-2042820.26789228,"Unk",0,0
"17/08/2009",2009,8,17,584596.830852118,-2061553.03047795,"Unk",0,0
"17/08/2009",2009,8,17,736903.384668388,-2053310.61494026,"Unk",0,0
"17/08/2009",2009,8,17,436641.89285917,-2141879.11644531,"Unk",0,0
"17/08/2009",2009,8,17,522000.510932024,-2123446.07806101,"Unk",0,0
"18/08/2009",2009,8,18,717178.921470561,-2051671.43703664,"Unk",1,1
"18/08/2009",2009,8,18,709997.22896679,-2048314.84544355,"Unk",1,1
"18/08/2009",2009,8,18,695590.532874473,-2060133.70649456,"Unk",1,1
"18/08/2009",2009,8,18,500577.171494131,-2043119.99209365,"Unk",0,0
"18/08/2009",2009,8,18,590287.405390308,-2060204.27157178,"Unk",0,0
"18/08/2009",2009,8,18,474802.216232916,-2062751.92728344,"Unk",0,0
"18/08/2009",2009,8,18,608028.608362313,-2125843.87167197,"Unk",0,0
"18/08/2009",2009,8,18,420574.38828075,-2117002.00773154,"Unk",0,0
"18/08/2009",2009,8,18,448023.04193555,-2125244.42326923,"Unk",0,0
"19/08/2009",2009,8,19,706498.640026303,-2051099.61046762,"Unk",1,1
"19/08/2009",2009,8,19,473463.257518048,-2141129.80594188,"Unk",0,0
"19/08/2009",2009,8,19,725856.975270724,-2057057.16745739,"Unk",0,0
"20/08/2009",2009,8,20,557140.764580774,-2093076.97654009,"Unk",1,1
"20/08/2009",2009,8,20,425595.483461506,-2151470.29088917,"Unk",0,0
"20/08/2009",2009,8,20,675646.023463163,-2094972.27893079,"Unk",0,0
"27/09/2009",2009,9,27,505760.654503637,-2079340.76089903,"DES",1,1
"27/09/2009",2009,9,27,718827.442017665,-2033978.40395185,"DES",0,0
"27/09/2009",2009,9,27,442332.46739736,-2150271.39408369,"DES",0,0
"05/10/2009",2009,10,5,553038.371821943,-2098222.29168698,"DES",1,1
"05/10/2009",2009,10,5,725187.49591329,-2071443.92912319,"DES",0,0
"05/10/2009",2009,10,5,575224.119848039,-2137832.8397268,"DES",0,0
"23/10/2009",2009,10,23,442500.001970252,-2102499.94265049,"LP",1,1
"23/10/2009",2009,10,23,419904.908923316,-2121947.45705415,"LP",0,0
"23/10/2009",2009,10,23,611710.744828201,-2146225.11736518,"LP",0,0
"23/11/2009",2009,11,23,517499.999384285,-2042499.94408702,"MIS",1,1
"23/11/2009",2009,11,23,533046.920329688,-2103514.41866985,"MIS",0,0
"23/11/2009",2009,11,23,508945.663462058,-2076988.82684855,"MIS",0,0
"26/02/2010",2010,2,26,712805.170405756,-2066772.92572479,"ANS",1,1
"26/02/2010",2010,2,26,535390.098080707,-2104863.17757602,"ANS",0,0
"26/02/2010",2010,2,26,543758.590048634,-2101266.48715957,"ANS",0,0
"27/02/2010",2010,2,27,720732.629983605,-2092371.66487059,"Unk",1,1
"27/02/2010",2010,2,27,460408.410048082,-2124045.52646375,"Unk",0,0
"27/02/2010",2010,2,27,671629.147318558,-2043269.85419434,"Unk",0,0
"17/05/2010",2010,5,17,602259.804083346,-2124526.46877861,"OA",1,1
"17/05/2010",2010,5,17,639828.877840435,-2036526.0596635,"OA",0,0
"17/05/2010",2010,5,17,652548.985631684,-2030231.85143471,"OA",0,0
"06/06/2010",2010,6,6,625463.796698967,-2123980.22250285,"ANP",1,1
"06/06/2010",2010,6,6,668281.750531387,-2136334.21871995,"ANP",0,0
"06/06/2010",2010,6,6,730543.330772763,-2067847.23870674,"ANP",0,0
"26/07/2010",2010,7,26,597499.995642731,-2122499.94208369,"ANP",1,1
"26/07/2010",2010,7,26,589283.186354157,-2072343.1017273,"ANP",0,0
"26/07/2010",2010,7,26,660582.737920894,-2105013.03967671,"ANP",0,0
"28/08/2010",2010,8,28,596348.51484632,-2121091.46497749,"ANP",1,1
"28/08/2010",2010,8,28,683679.775752372,-2029182.81672991,"ANP",0,0
"28/08/2010",2010,8,28,495556.076313375,-2145925.39316381,"ANP",0,0
"29/08/2010",2010,8,29,602499.995213179,-2122499.94260761,"Unk",1,1
"29/08/2010",2010,8,29,622499.994668502,-2127499.94139048,"Unk",1,1
"29/08/2010",2010,8,29,532042.701293536,-2043569.57839571,"Unk",0,0
"29/08/2010",2010,8,29,551457.602659127,-2065599.30719646,"Unk",0,0
"29/08/2010",2010,8,29,686022.953503392,-2153418.49819808,"Unk",0,0
"29/08/2010",2010,8,29,595977.979928498,-2124195.38856444,"Unk",0,0
"03/09/2010",2010,9,3,702499.991298034,-2072499.94323547,"Unk",1,1
"03/09/2010",2010,9,3,513297.27928538,-2052561.30443683,"Unk",0,0
"03/09/2010",2010,9,3,651544.766595533,-2124794.83696718,"Unk",0,0
"05/09/2010",2010,9,5,552499.997607821,-2067499.94317244,"Unk",1,1
"05/09/2010",2010,9,5,677499.992605386,-2092499.94347052,"Unk",1,1
"05/09/2010",2010,9,5,661921.696635762,-2155516.56760768,"Unk",0,0
"05/09/2010",2010,9,5,734894.946596085,-2088827.93280269,"Unk",0,0
"05/09/2010",2010,9,5,593969.541856196,-2041471.50898611,"Unk",0,0
"05/09/2010",2010,9,5,554135.520088864,-2035926.61126075,"Unk",0,0
"08/09/2010",2010,9,8,599677.285781698,-2135395.13279592,"ANP",1,1
"08/09/2010",2010,9,8,566520.888201395,-2101416.34926026,"ANP",0,0
"08/09/2010",2010,9,8,712132.648443324,-2032629.64504568,"ANP",0,0
"30/09/2010",2010,9,30,527518.640260922,-2099479.16714154,"LP",1,1
"30/09/2010",2010,9,30,527252.217422828,-2099559.54712722,"ANS",1,1
"30/09/2010",2010,9,30,571876.723060869,-2148023.46257341,"LP",0,0
"30/09/2010",2010,9,30,678993.420250333,-2124644.97486649,"ANS",0,0
"30/09/2010",2010,9,30,575558.859526756,-2083732.62137939,"LP",0,0
"30/09/2010",2010,9,30,607024.389326162,-2053910.063343,"ANS",0,0
"12/10/2010",2010,10,12,555753.335588733,-2102048.87052268,"ANP",1,1
"12/10/2010",2010,10,12,585935.789566986,-2044318.88889914,"ANP",0,0
"12/10/2010",2010,10,12,617066.579687674,-2154467.53290288,"ANP",0,0
"26/11/2010",2010,11,26,642499.994268863,-2117499.94215905,"Unk",1,1
"26/11/2010",2010,11,26,513632.018964097,-2044019.16469776,"Unk",0,0
"26/11/2010",2010,11,26,467103.203622424,-2134685.73561241,"Unk",0,0
"05/12/2010",2010,12,5,592549.575642345,-2117739.83382053,"Unk",1,1
"05/12/2010",2010,12,5,652883.725310401,-2107860.41958973,"Unk",0,0
"05/12/2010",2010,12,5,726861.194306875,-2083882.48348007,"Unk",0,0
"15/12/2010",2010,12,15,565070.04890574,-2077298.52466398,"ANS",1,1
"15/12/2010",2010,12,15,713806.346836909,-2143677.46165353,"ANS",0,0
"15/12/2010",2010,12,15,724852.756234573,-2040422.47428132,"ANS",0,0
